rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status,status,service,latitude,longitude,altitude,position_covariance,position_covariance_type
1475186979494230964,,1255,,1475186979,493129309,'',,0,1,37.392432,-122.114261333,-42.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186980494433236,,1256,,1475186980,493072615,'',,0,1,37.3923413333,-122.114261333,-42.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186981494278734,,1257,,1475186981,493176088,'',,0,1,37.3922506667,-122.114261333,-42.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186982494711954,,1258,,1475186982,493390709,'',,0,1,37.39216,-122.114261333,-42.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186983494340848,,1259,,1475186983,493259948,'',,0,1,37.392064,-122.114261333,-42.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186984494276248,,1260,,1475186984,481697609,'',,0,1,37.391968,-122.114261333,-42.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186985493511503,,1261,,1475186985,481970036,'',,0,1,37.391864,-122.114261333,-42.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186986493475027,,1262,,1475186986,481752716,'',,0,1,37.3917573333,-122.114261333,-42.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186987493370532,,1263,,1475186987,481721466,'',,0,1,37.3916506667,-122.114261333,-42.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186988494143504,,1264,,1475186988,492983230,'',,0,1,37.391536,-122.114261333,-42.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186989493612324,,1265,,1475186989,481778731,'',,0,1,37.3914186667,-122.114272,-42.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186990493817152,,1266,,1475186990,481810011,'',,0,1,37.3913013333,-122.114272,-42.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186991493326363,,1267,,1475186991,482217933,'',,0,1,37.3911813333,-122.114272,-42.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186992473366456,,1268,,1475186992,470978665,'',,0,1,37.391064,-122.114272,-42.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186993492981810,,1269,,1475186993,482097542,'',,0,1,37.3909466667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186994473224959,,1270,,1475186994,470642333,'',,0,1,37.3908266667,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186995493176426,,1271,,1475186995,482148784,'',,0,1,37.390704,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186996474459435,,1272,,1475186996,470735995,'',,0,1,37.390576,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186997493052408,,1273,,1475186997,482470082,'',,0,1,37.390448,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186998492889507,,1274,,1475186998,482194374,'',,0,1,37.3903173333,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475186999474263482,,1275,,1475186999,470473422,'',,0,1,37.3901866667,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187000473163871,,1276,,1475187000,470866189,'',,0,1,37.3900506667,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187001473396651,,1277,,1475187001,468424338,'',,0,1,37.3899173333,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187002474198167,,1278,,1475187002,470323482,'',,0,1,37.3897813333,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187003473335860,,1279,,1475187003,470751260,'',,0,1,37.3896453333,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187004473270161,,1280,,1475187004,468306048,'',,0,1,37.3895093333,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187005474253084,,1281,,1475187005,468511834,'',,0,1,37.3893733333,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187006473258759,,1282,,1475187006,468487432,'',,0,1,37.3892373333,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187007492706806,,1283,,1475187007,482108480,'',,0,1,37.389104,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187008492740659,,1284,,1475187008,482157411,'',,0,1,37.3889733333,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187009473229531,,1285,,1475187009,468345793,'',,0,1,37.3888426667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187010492781016,,1286,,1475187010,482456045,'',,0,1,37.3887146667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187011492953270,,1287,,1475187011,482188114,'',,0,1,37.3885866667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187012492553762,,1288,,1475187012,483694097,'',,0,1,37.388456,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187013492667567,,1289,,1475187013,483213351,'',,0,1,37.388328,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187014493586239,,1290,,1475187014,492531455,'',,0,1,37.3881973333,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187015473355862,,1291,,1475187015,471100139,'',,0,1,37.3880666667,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187016473154610,,1292,,1475187016,468370444,'',,0,1,37.3879333333,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187017473117234,,1293,,1475187017,468286740,'',,0,1,37.3877973333,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187018492711594,,1294,,1475187018,482804393,'',,0,1,37.3876613333,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187019492748534,,1295,,1475187019,482620447,'',,0,1,37.3875253333,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187020492367241,,1296,,1475187020,482894511,'',,0,1,37.3873893333,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187021492529918,,1297,,1475187021,482938236,'',,0,1,37.3872506667,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187022472995260,,1298,,1475187022,470399602,'',,0,1,37.387112,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187023473969377,,1299,,1475187023,471687835,'',,0,1,37.386976,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187024473168394,,1300,,1475187024,470768281,'',,0,1,37.3868426667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187025472959823,,1301,,1475187025,470663583,'',,0,1,37.386712,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187026473896811,,1302,,1475187026,471600308,'',,0,1,37.386584,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187027492146120,,1303,,1475187027,483560420,'',,0,1,37.3864586667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187028492330502,,1304,,1475187028,482784475,'',,0,1,37.3863386667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187029492285327,,1305,,1475187029,482754023,'',,0,1,37.3862213333,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187030494804275,,1306,,1475187030,483644869,'',,0,1,37.3861093333,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187031494642424,,1307,,1475187031,482900006,'',,0,1,37.3859973333,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187032493017310,,1308,,1475187032,483148458,'',,0,1,37.3858906667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187033492002674,,1309,,1475187033,482953521,'',,0,1,37.3857893333,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187034492338445,,1310,,1475187034,482750393,'',,0,1,37.385688,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187035492208076,,1311,,1475187035,478274751,'',,0,1,37.3855946667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187036475133141,,1312,,1475187036,473228877,'',,0,1,37.3855013333,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187037494582905,,1313,,1475187037,482957522,'',,0,1,37.385416,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187038474691328,,1314,,1475187038,472525420,'',,0,1,37.3853386667,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187039492078435,,1315,,1475187039,483307329,'',,0,1,37.3852693333,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187040474748525,,1316,,1475187040,472659019,'',,0,1,37.3852106667,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187041491923256,,1317,,1475187041,482676394,'',,0,1,37.385168,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187042491853731,,1318,,1475187042,483006682,'',,0,1,37.385136,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187043474662287,,1319,,1475187043,472819256,'',,0,1,37.38512,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187044491662638,,1320,,1475187044,482502695,'',,0,1,37.3851146667,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187045491654310,,1321,,1475187045,482812208,'',,0,1,37.385112,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187046493638271,,1322,,1475187046,491937117,'',,0,1,37.385112,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187047491771772,,1323,,1475187047,482650555,'',,0,1,37.385112,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187048493519146,,1324,,1475187048,491630431,'',,0,1,37.385112,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187049492816373,,1325,,1475187049,491821406,'',,0,1,37.385112,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187050493405740,,1326,,1475187050,491279447,'',,0,1,37.385112,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187051496253015,,1327,,1475187051,492213888,'',,0,1,37.385112,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187052496550514,,1328,,1475187052,494573376,'',,0,1,37.385112,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187053497131663,,1329,,1475187053,491788645,'',,0,1,37.385112,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187054497713195,,1330,,1475187054,491304270,'',,0,1,37.385112,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187055494997790,,1331,,1475187055,491797249,'',,0,1,37.385112,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187056496158843,,1332,,1475187056,492094739,'',,0,1,37.385112,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187057495351803,,1333,,1475187057,492584070,'',,0,1,37.3851093333,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187058494509219,,1334,,1475187058,492264268,'',,0,1,37.385104,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187059495656494,,1335,,1475187059,493826478,'',,0,1,37.3850853333,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187060494860648,,1336,,1475187060,492392066,'',,0,1,37.3850506667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187061495207063,,1337,,1475187061,492483693,'',,0,1,37.3850026667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187062494590966,,1338,,1475187062,492460288,'',,0,1,37.3849466667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187063494608737,,1339,,1475187063,492512920,'',,0,1,37.38488,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187064494529447,,1340,,1475187064,492451053,'',,0,1,37.3848053333,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187065494143604,,1341,,1475187065,482115502,'',,0,1,37.3847226667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187066494608185,,1342,,1475187066,482342456,'',,0,1,37.3846373333,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187067494100836,,1343,,1475187067,482058336,'',,0,1,37.384544,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187068494535283,,1344,,1475187068,492656086,'',,0,1,37.384448,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187069494346264,,1345,,1475187069,482638429,'',,0,1,37.3843493333,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187070494093264,,1346,,1475187070,481834351,'',,0,1,37.384248,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187071494635003,,1347,,1475187071,482158342,'',,0,1,37.384144,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187072471424515,,1348,,1475187072,469371336,'',,0,1,37.3840426667,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187073471692728,,1349,,1475187073,468468014,'',,0,1,37.3839386667,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187074493564995,,1350,,1475187074,482361380,'',,0,1,37.3838373333,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187075491591386,,1351,,1475187075,482061001,'',,0,1,37.3837386667,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187076491655518,,1352,,1475187076,481952165,'',,0,1,37.383648,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187077491830270,,1353,,1475187077,478250762,'',,0,1,37.3835653333,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187078491697067,,1354,,1475187078,479134690,'',,0,1,37.3834906667,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187079491490229,,1355,,1475187079,481975178,'',,0,1,37.383416,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187080491378185,,1356,,1475187080,479164163,'',,0,1,37.383344,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187081491614402,,1357,,1475187081,479137643,'',,0,1,37.3832746667,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187082491497952,,1358,,1475187082,481940262,'',,0,1,37.3831973333,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187083477038666,,1359,,1475187083,468646150,'',,0,1,37.3831226667,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187084491341690,,1360,,1475187084,479165409,'',,0,1,37.38304,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187085491907124,,1361,,1475187085,479185212,'',,0,1,37.3829546667,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187086476128968,,1362,,1475187086,471268553,'',,0,1,37.382872,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187087491457826,,1363,,1475187087,479141522,'',,0,1,37.3827893333,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187088491561558,,1364,,1475187088,479063150,'',,0,1,37.3827093333,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187089491362051,,1365,,1475187089,479186094,'',,0,1,37.3826293333,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187090494123456,,1366,,1475187090,491301007,'',,0,1,37.3825493333,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187091493921822,,1367,,1475187091,491456827,'',,0,1,37.3824746667,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187092497178809,,1368,,1475187092,495186492,'',,0,1,37.3824,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187093499392888,,1369,,1475187093,479364477,'',,0,1,37.382328,-122.114261333,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187094501658776,,1370,,1475187094,479041086,'',,0,1,37.3822613333,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187095499461422,,1371,,1475187095,479088405,'',,0,1,37.3821893333,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187096491817665,,1372,,1475187096,479092528,'',,0,1,37.3821173333,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187097492252667,,1373,,1475187097,489849073,'',,0,1,37.3820346667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187098493271363,,1374,,1475187098,478307949,'',,0,1,37.3819493333,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187099492251061,,1375,,1475187099,479082666,'',,0,1,37.381856,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187100493037542,,1376,,1475187100,479152367,'',,0,1,37.381768,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187101493209948,,1377,,1475187101,479275241,'',,0,1,37.38168,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187102494059152,,1378,,1475187102,479124351,'',,0,1,37.3815973333,-122.114282667,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187103491856434,,1379,,1475187103,479182743,'',,0,1,37.3815146667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187104491767644,,1380,,1475187104,479091842,'',,0,1,37.381424,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187105490150474,,1381,,1475187105,479048286,'',,0,1,37.381336,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187106491802886,,1382,,1475187106,479966219,'',,0,1,37.3812426667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187107492969663,,1383,,1475187107,489073391,'',,0,1,37.3811493333,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187108493371942,,1384,,1475187108,489593443,'',,0,1,37.3810613333,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187109493032817,,1385,,1475187109,489345713,'',,0,1,37.3809706667,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1475187110491973733,,1386,,1475187110,479287244,'',,0,1,37.3808853333,-122.114272,6.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
