rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,front_left,front_right,rear_left,rear_right
1475187003440657410,,2557,,1475187003,440391134,'',252.0,254.0,247.0,244.0
1475187003940713046,,2558,,1475187003,940535708,'',252.0,254.0,247.0,244.0
1475187004440612009,,2559,,1475187004,440453664,'',252.0,254.0,247.0,244.0
1475187004940641638,,2560,,1475187004,940464080,'',252.0,254.0,247.0,244.0
1475187005440578056,,2561,,1475187005,440326472,'',252.0,254.0,247.0,244.0
1475187005940729601,,2562,,1475187005,940568092,'',252.0,254.0,247.0,244.0
1475187006440488061,,2563,,1475187006,440313975,'',252.0,254.0,247.0,244.0
1475187006940716183,,2564,,1475187006,940491180,'',252.0,254.0,247.0,244.0
1475187007440221766,,2565,,1475187007,439996127,'',252.0,254.0,247.0,244.0
1475187007940475730,,2566,,1475187007,940255487,'',252.0,254.0,247.0,244.0
1475187008440205778,,2567,,1475187008,439994938,'',252.0,254.0,247.0,244.0
1475187008940668904,,2568,,1475187008,940495909,'',252.0,254.0,247.0,244.0
1475187009440775318,,2569,,1475187009,440623856,'',252.0,254.0,247.0,244.0
1475187009940718028,,2570,,1475187009,940526679,'',252.0,254.0,247.0,244.0
1475187010440812619,,2571,,1475187010,440565482,'',252.0,254.0,247.0,244.0
1475187010940711534,,2572,,1475187010,940463838,'',252.0,254.0,247.0,244.0
1475187011440222298,,2573,,1475187011,439986578,'',252.0,254.0,247.0,244.0
1475187011940661542,,2574,,1475187011,940455876,'',252.0,254.0,247.0,244.0
1475187012440240479,,2575,,1475187012,440013951,'',252.0,254.0,247.0,244.0
1475187012940895304,,2576,,1475187012,940752399,'',252.0,254.0,247.0,244.0
1475187013440374715,,2577,,1475187013,440187363,'',252.0,254.0,247.0,244.0
1475187013940663817,,2578,,1475187013,940440039,'',252.0,254.0,247.0,244.0
1475187014440374839,,2579,,1475187014,440184721,'',252.0,254.0,247.0,244.0
1475187014940960527,,2580,,1475187014,940740821,'',252.0,254.0,247.0,244.0
1475187015440662449,,2581,,1475187015,440455100,'',252.0,254.0,247.0,244.0
1475187015940637236,,2582,,1475187015,940365318,'',252.0,254.0,247.0,244.0
1475187016440193340,,2583,,1475187016,439968976,'',252.0,254.0,247.0,244.0
1475187016940672915,,2584,,1475187016,940444687,'',252.0,254.0,247.0,244.0
1475187017438886816,,2585,,1475187017,438684931,'',252.0,254.0,247.0,244.0
1475187017940836208,,2586,,1475187017,940660655,'',252.0,254.0,247.0,244.0
1475187018440204197,,2587,,1475187018,439978648,'',252.0,254.0,247.0,244.0
1475187018940720941,,2588,,1475187018,940504713,'',252.0,254.0,247.0,244.0
1475187019440219727,,2589,,1475187019,439995729,'',252.0,254.0,247.0,244.0
1475187019941157573,,2590,,1475187019,940926208,'',252.0,254.0,247.0,244.0
1475187020440445733,,2591,,1475187020,440238135,'',252.0,254.0,247.0,244.0
1475187020940390008,,2592,,1475187020,940219766,'',252.0,254.0,247.0,244.0
1475187021440277426,,2593,,1475187021,440013717,'',252.0,254.0,247.0,244.0
1475187021940821264,,2594,,1475187021,940621487,'',252.0,254.0,247.0,244.0
1475187022439011273,,2595,,1475187022,438836813,'',252.0,254.0,247.0,244.0
1475187022940856476,,2596,,1475187022,940686934,'',252.0,254.0,247.0,244.0
1475187023439042462,,2597,,1475187023,438824670,'',252.0,254.0,247.0,244.0
1475187023940541009,,2598,,1475187023,940266401,'',252.0,254.0,247.0,244.0
1475187024439062190,,2599,,1475187024,438849986,'',252.0,254.0,247.0,244.0
1475187024940546300,,2600,,1475187024,940266867,'',252.0,254.0,247.0,244.0
1475187025440506450,,2601,,1475187025,440334504,'',252.0,254.0,247.0,244.0
1475187025940430824,,2602,,1475187025,940301607,'',252.0,254.0,247.0,244.0
1475187026439123503,,2603,,1475187026,438929075,'',252.0,254.0,247.0,244.0
1475187026940557386,,2604,,1475187026,940338988,'',252.0,254.0,247.0,244.0
1475187027439147773,,2605,,1475187027,438955552,'',252.0,254.0,247.0,244.0
1475187027941112613,,2606,,1475187027,940579017,'',252.0,254.0,247.0,244.0
1475187028439076619,,2607,,1475187028,438884704,'',252.0,254.0,247.0,244.0
1475187028940546247,,2608,,1475187028,940355531,'',252.0,254.0,247.0,244.0
1475187029439065705,,2609,,1475187029,438895052,'',252.0,254.0,247.0,244.0
1475187029940503283,,2610,,1475187029,940307280,'',252.0,254.0,247.0,244.0
1475187030440515500,,2611,,1475187030,440373633,'',252.0,254.0,247.0,244.0
1475187030940651246,,2612,,1475187030,940479332,'',252.0,254.0,247.0,244.0
1475187031440381152,,2613,,1475187031,440176364,'',252.0,254.0,247.0,244.0
1475187031940551201,,2614,,1475187031,940383647,'',252.0,254.0,247.0,244.0
1475187032439095832,,2615,,1475187032,438924641,'',252.0,254.0,247.0,244.0
1475187032940518419,,2616,,1475187032,940310281,'',252.0,254.0,247.0,244.0
1475187033439076163,,2617,,1475187033,438843352,'',252.0,254.0,247.0,244.0
1475187033940554327,,2618,,1475187033,940307414,'',252.0,254.0,247.0,244.0
1475187034439084231,,2619,,1475187034,438915186,'',252.0,254.0,247.0,244.0
1475187034941097751,,2620,,1475187034,940901773,'',252.0,254.0,247.0,244.0
1475187035439092735,,2621,,1475187035,438928735,'',252.0,254.0,247.0,244.0
1475187035940717789,,2622,,1475187035,940543563,'',252.0,254.0,247.0,244.0
1475187036439110008,,2623,,1475187036,438921449,'',252.0,254.0,247.0,244.0
1475187036940583034,,2624,,1475187036,940406598,'',252.0,254.0,247.0,244.0
1475187037439053540,,2625,,1475187037,438892188,'',252.0,254.0,247.0,244.0
1475187037941281732,,2626,,1475187037,941076594,'',252.0,254.0,247.0,244.0
1475187038439127599,,2627,,1475187038,438921875,'',252.0,254.0,247.0,244.0
1475187038939353343,,2628,,1475187038,939137075,'',252.0,254.0,247.0,244.0
1475187039439111963,,2629,,1475187039,438904759,'',252.0,254.0,247.0,244.0
1475187039939288742,,2630,,1475187039,939103625,'',252.0,254.0,247.0,244.0
1475187040439179328,,2631,,1475187040,438953012,'',252.0,254.0,247.0,244.0
1475187040941017951,,2632,,1475187040,940821339,'',252.0,254.0,247.0,244.0
1475187041439150150,,2633,,1475187041,438946536,'',252.0,254.0,247.0,244.0
1475187041939319314,,2634,,1475187041,939133004,'',252.0,254.0,247.0,244.0
1475187042439158240,,2635,,1475187042,438918887,'',252.0,254.0,247.0,244.0
1475187042940690277,,2636,,1475187042,940517645,'',252.0,254.0,247.0,244.0
1475187043439053844,,2637,,1475187043,438863263,'',252.0,254.0,247.0,244.0
1475187043939211166,,2638,,1475187043,939039263,'',252.0,254.0,247.0,244.0
1475187044439140395,,2639,,1475187044,438923687,'',252.0,254.0,247.0,244.0
1475187044940794417,,2640,,1475187044,940617251,'',252.0,254.0,247.0,244.0
1475187045439107928,,2641,,1475187045,438916457,'',252.0,254.0,247.0,244.0
1475187045939173568,,2642,,1475187045,939008137,'',254.0,254.0,247.0,244.0
1475187046439169035,,2643,,1475187046,439006178,'',254.0,254.0,247.0,244.0
1475187046939379833,,2644,,1475187046,939228809,'',254.0,254.0,247.0,244.0
1475187047439215847,,2645,,1475187047,439060473,'',254.0,254.0,247.0,244.0
1475187047939422864,,2646,,1475187047,939210297,'',254.0,254.0,247.0,244.0
1475187048439046845,,2647,,1475187048,438839519,'',254.0,254.0,247.0,244.0
1475187048939538949,,2648,,1475187048,939010259,'',254.0,254.0,247.0,244.0
1475187049438745860,,2649,,1475187049,438541009,'',254.0,254.0,247.0,244.0
1475187049939425189,,2650,,1475187049,939268773,'',254.0,254.0,247.0,244.0
1475187050439019645,,2651,,1475187050,438815984,'',254.0,254.0,247.0,244.0
1475187050939283883,,2652,,1475187050,939114574,'',254.0,254.0,247.0,244.0
1475187051440904287,,2653,,1475187051,440767611,'',254.0,254.0,247.0,244.0
1475187051939212274,,2654,,1475187051,939026659,'',254.0,254.0,247.0,244.0
1475187052438714374,,2655,,1475187052,438560347,'',254.0,254.0,247.0,244.0
1475187052939184483,,2656,,1475187052,939022185,'',254.0,254.0,247.0,245.0
1475187053438776681,,2657,,1475187053,438593678,'',254.0,254.0,249.0,245.0
1475187053939440323,,2658,,1475187053,939250438,'',254.0,254.0,249.0,245.0
1475187054439229875,,2659,,1475187054,439007117,'',254.0,254.0,249.0,245.0
1475187054939327691,,2660,,1475187054,939158168,'',254.0,256.0,249.0,245.0
1475187055438825957,,2661,,1475187055,438634165,'',254.0,256.0,249.0,245.0
1475187055939284019,,2662,,1475187055,939071980,'',254.0,256.0,249.0,245.0
1475187056438695365,,2663,,1475187056,438514002,'',254.0,256.0,249.0,245.0
1475187056939336842,,2664,,1475187056,939193230,'',254.0,256.0,249.0,245.0
1475187057438750319,,2665,,1475187057,438582127,'',254.0,256.0,249.0,245.0
1475187057939282709,,2666,,1475187057,939062862,'',254.0,256.0,249.0,245.0
1475187058438739352,,2667,,1475187058,438583260,'',254.0,256.0,249.0,245.0
1475187058939315498,,2668,,1475187058,939147144,'',254.0,256.0,249.0,245.0
1475187059438793102,,2669,,1475187059,438645458,'',254.0,256.0,249.0,245.0
1475187059938833327,,2670,,1475187059,938721133,'',254.0,256.0,249.0,245.0
1475187060438740213,,2671,,1475187060,438575614,'',254.0,256.0,249.0,245.0
1475187060939212898,,2672,,1475187060,939051112,'',254.0,256.0,249.0,245.0
1475187061438728456,,2673,,1475187061,438521415,'',254.0,256.0,249.0,245.0
1475187061939603575,,2674,,1475187061,939446377,'',254.0,256.0,249.0,245.0
1475187062438719540,,2675,,1475187062,438502637,'',254.0,256.0,249.0,245.0
1475187062938989821,,2676,,1475187062,938771422,'',254.0,256.0,249.0,245.0
1475187063438736241,,2677,,1475187063,438587536,'',254.0,256.0,249.0,245.0
1475187063939404817,,2678,,1475187063,939240511,'',254.0,256.0,249.0,245.0
1475187064438845411,,2679,,1475187064,438571277,'',254.0,256.0,249.0,245.0
1475187064938941028,,2680,,1475187064,938741649,'',254.0,256.0,249.0,245.0
1475187065438660226,,2681,,1475187065,438464718,'',254.0,256.0,249.0,245.0
1475187065938879658,,2682,,1475187065,938699292,'',254.0,256.0,249.0,245.0
1475187066438730567,,2683,,1475187066,438575478,'',254.0,256.0,249.0,245.0
1475187066938980449,,2684,,1475187066,938770368,'',254.0,256.0,249.0,245.0
1475187067438829431,,2685,,1475187067,438673190,'',254.0,256.0,249.0,245.0
1475187067938818529,,2686,,1475187067,938670746,'',254.0,256.0,249.0,245.0
1475187068438716513,,2687,,1475187068,438438691,'',254.0,256.0,249.0,245.0
1475187068938965056,,2688,,1475187068,938796812,'',254.0,256.0,249.0,245.0
1475187069438677943,,2689,,1475187069,438543938,'',254.0,256.0,249.0,245.0
1475187069939015914,,2690,,1475187069,938790069,'',254.0,256.0,249.0,245.0
1475187070438612465,,2691,,1475187070,438414085,'',254.0,256.0,249.0,245.0
1475187070938789188,,2692,,1475187070,938656968,'',254.0,256.0,249.0,245.0
1475187071438577203,,2693,,1475187071,438428106,'',254.0,256.0,249.0,245.0
1475187071938905866,,2694,,1475187071,938707803,'',254.0,256.0,249.0,245.0
1475187072439229465,,2695,,1475187072,439042156,'',254.0,254.0,249.0,245.0
1475187072938987566,,2696,,1475187072,938762576,'',254.0,254.0,249.0,245.0
1475187073438738592,,2697,,1475187073,438527316,'',254.0,254.0,249.0,245.0
1475187073938918830,,2698,,1475187073,938697933,'',254.0,254.0,249.0,245.0
1475187074438732035,,2699,,1475187074,438481786,'',254.0,254.0,249.0,245.0
1475187074938876639,,2700,,1475187074,938660648,'',254.0,254.0,249.0,245.0
1475187075438731310,,2701,,1475187075,438493625,'',254.0,254.0,249.0,245.0
1475187075938877082,,2702,,1475187075,938667858,'',254.0,254.0,249.0,245.0
1475187076438887196,,2703,,1475187076,438739036,'',254.0,254.0,249.0,245.0
1475187076939227018,,2704,,1475187076,938980542,'',254.0,254.0,249.0,245.0
1475187077438711383,,2705,,1475187077,438484090,'',254.0,254.0,249.0,245.0
1475187077939125200,,2706,,1475187077,938857843,'',254.0,254.0,249.0,245.0
1475187078438651234,,2707,,1475187078,438369724,'',254.0,254.0,249.0,245.0
1475187078938902726,,2708,,1475187078,938711169,'',254.0,254.0,249.0,245.0
1475187079438915376,,2709,,1475187079,438697513,'',255.0,254.0,249.0,245.0
1475187079938876557,,2710,,1475187079,938682508,'',255.0,254.0,249.0,245.0
1475187080439266189,,2711,,1475187080,439140377,'',255.0,254.0,249.0,245.0
1475187080938898123,,2712,,1475187080,938715973,'',255.0,254.0,249.0,245.0
1475187081438517079,,2713,,1475187081,438359205,'',255.0,254.0,249.0,245.0
1475187081939249367,,2714,,1475187081,939004248,'',255.0,254.0,249.0,245.0
1475187082439088698,,2715,,1475187082,438945380,'',255.0,254.0,249.0,245.0
1475187082939322235,,2716,,1475187082,939154346,'',255.0,254.0,249.0,245.0
1475187083438557500,,2717,,1475187083,438361818,'',255.0,254.0,249.0,245.0
1475187083938826538,,2718,,1475187083,938635543,'',255.0,254.0,249.0,245.0
1475187084438555502,,2719,,1475187084,438424669,'',255.0,254.0,249.0,245.0
1475187084939016000,,2720,,1475187084,938835592,'',255.0,254.0,249.0,245.0
1475187085438605898,,2721,,1475187085,438441320,'',255.0,254.0,249.0,245.0
1475187085938807336,,2722,,1475187085,938634990,'',255.0,254.0,249.0,245.0
1475187086438625812,,2723,,1475187086,438400342,'',255.0,254.0,249.0,246.0
1475187086938835630,,2724,,1475187086,938638218,'',255.0,254.0,249.0,246.0
1475187087438571612,,2725,,1475187087,438364880,'',255.0,254.0,249.0,246.0
1475187087938781447,,2726,,1475187087,938609833,'',255.0,254.0,249.0,246.0
1475187088438793837,,2727,,1475187088,438600629,'',255.0,254.0,248.0,246.0
1475187088938876245,,2728,,1475187088,938710996,'',255.0,255.0,248.0,246.0
1475187089438712138,,2729,,1475187089,438498605,'',255.0,255.0,248.0,246.0
1475187089938898253,,2730,,1475187089,938671048,'',255.0,255.0,248.0,246.0
1475187090438856322,,2731,,1475187090,438621478,'',255.0,255.0,248.0,246.0
1475187090938884981,,2732,,1475187090,938645064,'',255.0,255.0,248.0,246.0
1475187091438717069,,2733,,1475187091,438529534,'',255.0,255.0,248.0,246.0
1475187091938858768,,2734,,1475187091,938723288,'',255.0,255.0,248.0,246.0
1475187092438858535,,2735,,1475187092,438655073,'',255.0,255.0,248.0,246.0
1475187092939015004,,2736,,1475187092,938830729,'',255.0,255.0,248.0,246.0
1475187093439256253,,2737,,1475187093,439086359,'',255.0,255.0,248.0,246.0
1475187093938985470,,2738,,1475187093,938804598,'',255.0,255.0,248.0,246.0
1475187094438529704,,2739,,1475187094,438331437,'',255.0,255.0,248.0,246.0
1475187094938769941,,2740,,1475187094,938590661,'',255.0,255.0,248.0,246.0
1475187095438651051,,2741,,1475187095,438451441,'',255.0,255.0,248.0,246.0
1475187095938828625,,2742,,1475187095,938629551,'',255.0,255.0,248.0,246.0
1475187096438539869,,2743,,1475187096,438358467,'',255.0,255.0,248.0,246.0
1475187096938713592,,2744,,1475187096,938548013,'',255.0,255.0,248.0,246.0
1475187097438529163,,2745,,1475187097,438377961,'',255.0,255.0,248.0,246.0
1475187097938728132,,2746,,1475187097,938559464,'',255.0,255.0,248.0,246.0
1475187098438574573,,2747,,1475187098,438378841,'',255.0,255.0,248.0,246.0
1475187098939101084,,2748,,1475187098,938889657,'',255.0,255.0,248.0,246.0
1475187099438512900,,2749,,1475187099,438327680,'',255.0,255.0,248.0,246.0
1475187099938739918,,2750,,1475187099,938552860,'',255.0,255.0,248.0,246.0
1475187100438511900,,2751,,1475187100,438302901,'',255.0,255.0,248.0,246.0
1475187100938772384,,2752,,1475187100,938567583,'',255.0,255.0,248.0,246.0
1475187101438474634,,2753,,1475187101,438299908,'',255.0,255.0,248.0,246.0
1475187101938786324,,2754,,1475187101,938532082,'',255.0,255.0,248.0,246.0
1475187102438569039,,2755,,1475187102,438323653,'',255.0,255.0,248.0,246.0
1475187102938934739,,2756,,1475187102,938718685,'',255.0,255.0,248.0,246.0
1475187103438642223,,2757,,1475187103,438433579,'',255.0,255.0,248.0,246.0
1475187103939656798,,2758,,1475187103,939527101,'',255.0,255.0,248.0,246.0
1475187104438528178,,2759,,1475187104,438297305,'',255.0,255.0,248.0,246.0
1475187104938778332,,2760,,1475187104,938589268,'',255.0,255.0,248.0,246.0
1475187105438509790,,2761,,1475187105,438341444,'',255.0,255.0,248.0,246.0
1475187105938742879,,2762,,1475187105,938575541,'',255.0,255.0,248.0,246.0
1475187106438888200,,2763,,1475187106,438701666,'',255.0,255.0,248.0,246.0
1475187106938855085,,2764,,1475187106,938636384,'',255.0,255.0,248.0,246.0
1475187107438505509,,2765,,1475187107,438305529,'',255.0,255.0,248.0,246.0
1475187107938929239,,2766,,1475187107,938780768,'',255.0,255.0,248.0,246.0
1475187108438516458,,2767,,1475187108,438334250,'',255.0,255.0,248.0,246.0
1475187108939165839,,2768,,1475187108,938967180,'',255.0,255.0,248.0,246.0
1475187109438895446,,2769,,1475187109,438746648,'',255.0,255.0,248.0,246.0
1475187109938886269,,2770,,1475187109,938751953,'',255.0,255.0,248.0,246.0
1475187110438881999,,2771,,1475187110,438737965,'',255.0,255.0,248.0,246.0
1475187110939014181,,2772,,1475187110,938889601,'',255.0,255.0,248.0,246.0
1475187111438727472,,2773,,1475187111,438599627,'',255.0,255.0,248.0,246.0
1475187111938885444,,2774,,1475187111,938729837,'',255.0,255.0,248.0,246.0
1475187112438669316,,2775,,1475187112,438517406,'',255.0,255.0,248.0,246.0
1475187112938861040,,2776,,1475187112,938698879,'',255.0,255.0,248.0,246.0
1475187113438671791,,2777,,1475187113,438507648,'',255.0,255.0,248.0,246.0
1475187113939034455,,2778,,1475187113,938883474,'',255.0,255.0,248.0,246.0
1475187114439010115,,2779,,1475187114,438870489,'',255.0,255.0,248.0,246.0
1475187114938683039,,2780,,1475187114,938492134,'',255.0,255.0,248.0,246.0
1475187115438399723,,2781,,1475187115,438234563,'',255.0,255.0,248.0,246.0
1475187115938690952,,2782,,1475187115,938483820,'',255.0,255.0,248.0,246.0
1475187116438476266,,2783,,1475187116,438279145,'',255.0,255.0,248.0,246.0
1475187116938637027,,2784,,1475187116,938472366,'',255.0,255.0,248.0,246.0
1475187117438392546,,2785,,1475187117,438221326,'',255.0,255.0,248.0,246.0
1475187117938706960,,2786,,1475187117,938492907,'',255.0,255.0,248.0,246.0
1475187118438492891,,2787,,1475187118,438316727,'',255.0,255.0,248.0,246.0
1475187118938800639,,2788,,1475187118,938636621,'',255.0,255.0,248.0,246.0
1475187119438516764,,2789,,1475187119,438320851,'',255.0,255.0,248.0,246.0
1475187119938866356,,2790,,1475187119,938717999,'',255.0,255.0,248.0,246.0
1475187120438394018,,2791,,1475187120,438227735,'',255.0,255.0,248.0,246.0
1475187120938663410,,2792,,1475187120,938492219,'',255.0,255.0,248.0,246.0
1475187121438416579,,2793,,1475187121,438250397,'',255.0,255.0,248.0,246.0
1475187121938721228,,2794,,1475187121,938580884,'',255.0,255.0,248.0,246.0
1475187122438681911,,2795,,1475187122,438455038,'',255.0,255.0,248.0,246.0
1475187122939614715,,2796,,1475187122,939461478,'',255.0,255.0,248.0,246.0
1475187123438449108,,2797,,1475187123,438238733,'',255.0,255.0,248.0,246.0
1475187123938685844,,2798,,1475187123,938460546,'',255.0,256.0,248.0,246.0
1475187124438475412,,2799,,1475187124,438246291,'',255.0,256.0,248.0,246.0
1475187124939249336,,2800,,1475187124,939066666,'',255.0,256.0,249.0,246.0
1475187125438443380,,2801,,1475187125,438254458,'',255.0,256.0,249.0,246.0
1475187125938619470,,2802,,1475187125,938428525,'',255.0,256.0,249.0,246.0
1475187126438614235,,2803,,1475187126,438389387,'',255.0,256.0,249.0,246.0
1475187126938641915,,2804,,1475187126,938473931,'',255.0,256.0,249.0,246.0
1475187127438458040,,2805,,1475187127,438232820,'',255.0,256.0,249.0,246.0
1475187127938711254,,2806,,1475187127,938488067,'',255.0,256.0,249.0,246.0
1475187128438532192,,2807,,1475187128,438304148,'',255.0,256.0,249.0,246.0
1475187128938713016,,2808,,1475187128,938505591,'',255.0,256.0,249.0,246.0
1475187129438438318,,2809,,1475187129,438208576,'',255.0,256.0,249.0,246.0
1475187129938580911,,2810,,1475187129,938422930,'',255.0,256.0,249.0,246.0
1475187130438692472,,2811,,1475187130,438504781,'',255.0,256.0,249.0,246.0
1475187130938587841,,2812,,1475187130,938404806,'',255.0,256.0,249.0,246.0
1475187131438532975,,2813,,1475187131,438350456,'',255.0,256.0,249.0,246.0
1475187131938605337,,2814,,1475187131,938406031,'',255.0,256.0,249.0,246.0
1475187132438313847,,2815,,1475187132,438174767,'',255.0,256.0,249.0,246.0
1475187132938605452,,2816,,1475187132,938417096,'',255.0,256.0,249.0,246.0
1475187133438498742,,2817,,1475187133,438294303,'',255.0,256.0,249.0,246.0
1475187133938802391,,2818,,1475187133,938641304,'',255.0,256.0,249.0,246.0
1475187134438389686,,2819,,1475187134,438205433,'',255.0,256.0,249.0,246.0
1475187134938842495,,2820,,1475187134,938661210,'',255.0,256.0,249.0,246.0
1475187135438829113,,2821,,1475187135,438654645,'',255.0,256.0,249.0,246.0
1475187135938953687,,2822,,1475187135,938785727,'',255.0,256.0,249.0,246.0
1475187136438298009,,2823,,1475187136,438128001,'',255.0,256.0,249.0,246.0
1475187136938729450,,2824,,1475187136,938464087,'',255.0,256.0,249.0,246.0
1475187137438552744,,2825,,1475187137,438319576,'',255.0,256.0,249.0,246.0
1475187137938671454,,2826,,1475187137,938418988,'',255.0,256.0,249.0,246.0
1475187138438596694,,2827,,1475187138,438366242,'',255.0,256.0,249.0,246.0
1475187138938624291,,2828,,1475187138,938395682,'',255.0,256.0,249.0,246.0
